,Latitude,Longitude,Name,Rating,Site Name,count of
1354,38.84,-77.05,AMC Loews Georgetown 14,4.3,Crystal City and Potomac Yard,20
1355,38.84,-77.05,AMC Courthouse Plaza 8,4.4,Crystal City and Potomac Yard,20
1356,38.84,-77.05,AMC Shirlington 7,4.4,Crystal City and Potomac Yard,20
1357,38.84,-77.05,AMC Rivertowne 12,4.3,Crystal City and Potomac Yard,20
1358,38.84,-77.05,Regal Cinemas Gallery Place 14,3.9,Crystal City and Potomac Yard,20
1359,38.84,-77.05,Regal Cinemas Ballston Common 12,3.4,Crystal City and Potomac Yard,20
1360,38.84,-77.05,Regal Cinemas Kingstowne 16 & RPX,4.2,Crystal City and Potomac Yard,20
1361,38.84,-77.05,Studio Theatre,4.6,Crystal City and Potomac Yard,20
1362,38.84,-77.05,Ford's Theatre,4.6,Crystal City and Potomac Yard,20
1363,38.84,-77.05,The Keegan Theatre,4.8,Crystal City and Potomac Yard,20
1364,38.84,-77.05,Warner Theatre,4.4,Crystal City and Potomac Yard,20
1365,38.84,-77.05,The National Theatre,4.5,Crystal City and Potomac Yard,20
1366,38.84,-77.05,Woolly Mammoth Theatre Company,4.8,Crystal City and Potomac Yard,20
1367,38.84,-77.05,Little Theatre of Alexandria,4.6,Crystal City and Potomac Yard,20
1368,38.84,-77.05,Angelika Pop-Up at Union Market,4.4,Crystal City and Potomac Yard,20
1369,38.84,-77.05,Regal Cinemas Potomac Yard 16,3.6,Crystal City and Potomac Yard,20
1370,38.86,-77.01,The Miracle Theatre,4.6,Nationals Park/ D.C United Stadium,20
1371,38.86,-77.01,Landmark Theatres E Street Cinema,4.6,Nationals Park/ D.C United Stadium,20
1372,38.86,-77.01,Landmark Theaters West End Cinema,4.2,Nationals Park/ D.C United Stadium,20
1373,38.86,-77.01,AMC Hoffman Center 22,4,Nationals Park/ D.C United Stadium,20
1374,38.86,-77.01,Phoenix Theatres Marlow 6,3.9,Nationals Park/ D.C United Stadium,20
1375,38.86,-77.01,AMC Loews Georgetown 14,4.3,Nationals Park/ D.C United Stadium,20
1376,38.86,-77.01,AMC Courthouse Plaza 8,4.4,Nationals Park/ D.C United Stadium,20
1377,38.86,-77.01,AMC Shirlington 7,4.4,Nationals Park/ D.C United Stadium,20
1378,38.86,-77.01,AMC Rivertowne 12,4.3,Nationals Park/ D.C United Stadium,20
1379,38.86,-77.01,Regal Cinemas Gallery Place 14,3.9,Nationals Park/ D.C United Stadium,20
1380,38.86,-77.01,Landmark's Atlantic Plumbing Cinema,4.6,Nationals Park/ D.C United Stadium,20
1381,38.86,-77.01,Studio Theatre,4.6,Nationals Park/ D.C United Stadium,20
1382,38.86,-77.01,Ford's Theatre,4.6,Nationals Park/ D.C United Stadium,20
1383,38.86,-77.01,The Keegan Theatre,4.8,Nationals Park/ D.C United Stadium,20
1384,38.86,-77.01,Warner Theatre,4.4,Nationals Park/ D.C United Stadium,20
1385,38.86,-77.01,The National Theatre,4.5,Nationals Park/ D.C United Stadium,20
1386,38.86,-77.01,Woolly Mammoth Theatre Company,4.8,Nationals Park/ D.C United Stadium,20
1387,38.86,-77.01,Little Theatre of Alexandria,4.6,Nationals Park/ D.C United Stadium,20
1388,38.86,-77.01,Angelika Pop-Up at Union Market,4.4,Nationals Park/ D.C United Stadium,20
1389,38.86,-77.01,Regal Cinemas Potomac Yard 16,3.6,Nationals Park/ D.C United Stadium,20
1390,38.89,-77,AMC Loews Uptown 1,4.6,Union Station,20
1391,38.89,-77,The Miracle Theatre,4.6,Union Station,20
1392,38.89,-77,Landmark Theatres E Street Cinema,4.6,Union Station,20
1393,38.89,-77,Landmark Theaters West End Cinema,4.2,Union Station,20
1394,38.89,-77,AMC Loews Georgetown 14,4.3,Union Station,20
1395,38.89,-77,AMC Courthouse Plaza 8,4.4,Union Station,20
1396,38.89,-77,AMC Shirlington 7,4.4,Union Station,20
1397,38.89,-77,Phoenix Theatres Marlow 6,3.9,Union Station,20
1398,38.89,-77,Landmark's Atlantic Plumbing Cinema,4.6,Union Station,20
1399,38.89,-77,Regal Cinemas Gallery Place 14,3.9,Union Station,20
1400,38.89,-77,AMC Mazza Gallerie,3.9,Union Station,20
1401,38.89,-77,Studio Theatre,4.6,Union Station,20
1402,38.89,-77,Ford's Theatre,4.6,Union Station,20
1403,38.89,-77,The Keegan Theatre,4.8,Union Station,20
1404,38.89,-77,Warner Theatre,4.4,Union Station,20
1405,38.89,-77,The National Theatre,4.5,Union Station,20
1406,38.89,-77,Woolly Mammoth Theatre Company,4.8,Union Station,20
1407,38.89,-77,Angelika Pop-Up at Union Market,4.4,Union Station,20
1408,38.89,-77,Regal Cinemas Potomac Yard 16,3.6,Union Station,20
1409,38.89,-77,Shakespeare Theatre Company: Lansburgh Theatre,4.6,Union Station,20
1410,38.88,-76.97,The Miracle Theatre,4.6,Hill-East Neighborhood,20
1411,38.88,-76.97,Landmark Theatres E Street Cinema,4.6,Hill-East Neighborhood,20
1412,38.88,-76.97,Landmark Theaters West End Cinema,4.2,Hill-East Neighborhood,20
1413,38.88,-76.97,AMC Loews Uptown 1,4.6,Hill-East Neighborhood,20
1414,38.88,-76.97,Phoenix Theatres Marlow 6,3.9,Hill-East Neighborhood,20
1415,38.88,-76.97,AMC Loews Georgetown 14,4.3,Hill-East Neighborhood,20
1416,38.88,-76.97,Regal Cinemas Gallery Place 14,3.9,Hill-East Neighborhood,20
1417,38.88,-76.97,Landmark's Atlantic Plumbing Cinema,4.6,Hill-East Neighborhood,20
1418,38.88,-76.97,AMC Rivertowne 12,4.3,Hill-East Neighborhood,20
1419,38.88,-76.97,Studio Theatre,4.6,Hill-East Neighborhood,20
1420,38.88,-76.97,Ford's Theatre,4.6,Hill-East Neighborhood,20
1421,38.88,-76.97,Warner Theatre,4.4,Hill-East Neighborhood,20
1422,38.88,-76.97,The Keegan Theatre,4.8,Hill-East Neighborhood,20
1423,38.88,-76.97,The National Theatre,4.5,Hill-East Neighborhood,20
1424,38.88,-76.97,Woolly Mammoth Theatre Company,4.8,Hill-East Neighborhood,20
1425,38.88,-76.97,Angelika Pop-Up at Union Market,4.4,Hill-East Neighborhood,20
1426,38.88,-76.97,Regal Cinemas Potomac Yard 16,3.6,Hill-East Neighborhood,20
1427,38.88,-76.97,Shakespeare Theatre Company: Lansburgh Theatre,4.6,Hill-East Neighborhood,20
1428,38.88,-76.97,Lockheed Martin IMAX Theater,4.5,Hill-East Neighborhood,20
1429,38.88,-76.97,Lincoln Theatre,4.4,Hill-East Neighborhood,20
1430,38.91,-77.02,AMC Loews Uptown 1,4.6,Shaw-Howard University Area,20
1431,38.91,-77.02,The Miracle Theatre,4.6,Shaw-Howard University Area,20
1432,38.91,-77.02,Landmark Theatres E Street Cinema,4.6,Shaw-Howard University Area,20
1433,38.91,-77.02,Landmark Theaters West End Cinema,4.2,Shaw-Howard University Area,20
1434,38.91,-77.02,Landmark Theatres Bethesda Row Cinema,4.4,Shaw-Howard University Area,20
1435,38.91,-77.02,The Avalon Theatre,4.5,Shaw-Howard University Area,20
1436,38.91,-77.02,AMC Loews Georgetown 14,4.3,Shaw-Howard University Area,20
1437,38.91,-77.02,AMC Courthouse Plaza 8,4.4,Shaw-Howard University Area,20
1438,38.91,-77.02,AMC Shirlington 7,4.4,Shaw-Howard University Area,20
1439,38.91,-77.02,AMC Mazza Gallerie,3.9,Shaw-Howard University Area,20
1440,38.91,-77.02,Regal Cinemas Hyattsville Royale 14,4.1,Shaw-Howard University Area,20
1441,38.91,-77.02,Landmark's Atlantic Plumbing Cinema,4.6,Shaw-Howard University Area,20
1442,38.91,-77.02,Regal Cinemas Ballston Common 12,3.4,Shaw-Howard University Area,20
1443,38.91,-77.02,Regal Cinemas Gallery Place 14,3.9,Shaw-Howard University Area,20
1444,38.91,-77.02,Phoenix Theatres Marlow 6,3.9,Shaw-Howard University Area,20
1445,38.91,-77.02,Studio Theatre,4.6,Shaw-Howard University Area,20
1446,38.91,-77.02,Ford's Theatre,4.6,Shaw-Howard University Area,20
1447,38.91,-77.02,The Keegan Theatre,4.8,Shaw-Howard University Area,20
1448,38.91,-77.02,Warner Theatre,4.4,Shaw-Howard University Area,20
1449,38.91,-77.02,The National Theatre,4.5,Shaw-Howard University Area,20
1450,34.1802,-118.6028,Pacific Winnetka 12 & XD,4.4,Warner Center West San Fernando Valley,11
1451,34.1802,-118.6028,AMC Promenade 16,4.2,Warner Center West San Fernando Valley,11
1452,34.1802,-118.6028,AMC Fallbrook 7,4.6,Warner Center West San Fernando Valley,11
1453,34.1802,-118.6028,Northridge Pacific Theaters,4,Warner Center West San Fernando Valley,11
1454,34.1802,-118.6028,Chameleons Mime Theatre,5,Warner Center West San Fernando Valley,11
1455,34.1802,-118.6028,Armer Theater,3,Warner Center West San Fernando Valley,11
1456,34.1802,-118.6028,Edwards Calabasas 6,4.3,Warner Center West San Fernando Valley,11
1457,34.1802,-118.6028,California State University Campus Theatre,3.5,Warner Center West San Fernando Valley,11
1458,34.1802,-118.6028,Madrid Theatre,4,Warner Center West San Fernando Valley,11
1459,34.1802,-118.6028,Class Act Musical Theatre,4.3,Warner Center West San Fernando Valley,11
1460,34.1802,-118.6028,Woodland Hills Community Theatre,NAN,Warner Center West San Fernando Valley,11
1461,34.4318,-118.5584,Laemmle Theatres 6 (Coming Soon),NAN,New Hall Ranch Santa Clarita Valley,5
1462,34.4318,-118.5584,Edwards Valencia 12 & IMAX,4,New Hall Ranch Santa Clarita Valley,5
1463,34.4318,-118.5584,Westfield Valencia Town Center,4.4,New Hall Ranch Santa Clarita Valley,5
1464,34.4318,-118.5584,Canyon Theatre Guild,4.7,New Hall Ranch Santa Clarita Valley,5
1465,34.4318,-118.5584,Golden Bear Theater,3.9,New Hall Ranch Santa Clarita Valley,5
1466,34.0885,-117.7702,Mission Tiki Drive in Theatre and Swap Meet,4.3,Pomona Fairplex,11
1467,34.0885,-117.7702,AMC Glendora 12,4.4,Pomona Fairplex,11
1468,34.0885,-117.7702,Laemmle's Claremont 5,4.4,Pomona Fairplex,11
1469,34.0885,-117.7702,Cinemark MOVIES 8,4.2,Pomona Fairplex,11
1470,34.0885,-117.7702,Edwards La Verne 12,4.4,Pomona Fairplex,11
1471,34.0885,-117.7702,Inland Valley Repertory Theatre,5,Pomona Fairplex,11
1472,34.0885,-117.7702,Aol Movie Phone,3.7,Pomona Fairplex,11
1473,34.0885,-117.7702,Cal Poly Pomona Department of Theatre and New Dance,4.7,Pomona Fairplex,11
1474,34.0885,-117.7702,Claremont High School Theatre,4.2,Pomona Fairplex,11
1475,34.0885,-117.7702,Byron Dick Seaver Theatre Complex,4,Pomona Fairplex,11
1476,34.0885,-117.7702,Seventh Street Community Theatre,4.7,Pomona Fairplex,11
1477,42.39,-71,AMC Loews Boston Common 19,4.1,Suffolk Downs,20
1478,42.39,-71,Center Theatre,4.5,Suffolk Downs,20
1479,42.39,-71,Mugar Omni Theater,4.6,Suffolk Downs,20
1480,42.39,-71,AMC South Bay Center 12,4.2,Suffolk Downs,20
1481,42.39,-71,AMC Assembly Row 12,4.5,Suffolk Downs,20
1482,42.39,-71,Landmark's Kendall Square Cinema,4.4,Suffolk Downs,20
1483,42.39,-71,Simons IMAX Theater,4.4,Suffolk Downs,20
1484,42.39,-71,ShowPlace ICON Theatres at Seaport with ICON•X - Boston,4.6,Suffolk Downs,20
1485,42.39,-71,Showcase Cinema de Lux Revere,4.4,Suffolk Downs,20
1486,42.39,-71,Orpheum Theatre,3.8,Suffolk Downs,20
1487,42.39,-71,Boston Children's Theatre,5,Suffolk Downs,20
1488,42.39,-71,Huntington Avenue Theatre,5,Suffolk Downs,20
1489,42.39,-71,Fort Point Theatre Channel,NAN,Suffolk Downs,20
1490,42.39,-71,Boch Center - Shubert Theatre,4.3,Suffolk Downs,20
1491,42.39,-71,Cutler Majestic Theatre,4.6,Suffolk Downs,20
1492,42.39,-71,Emerson Colonial Theatre,4,Suffolk Downs,20
1493,42.39,-71,Apollinaire Theatre Company,NAN,Suffolk Downs,20
1494,42.39,-71,Chamber Theatre Production,NAN,Suffolk Downs,20
1495,42.39,-71,Modern Theatre - Suffolk University,1,Suffolk Downs,20
1496,42.39,-71,Wang Theatre Stage Door,5,Suffolk Downs,20
1497,42.34,-71.03,AMC Loews Boston Common 19,4.1,South Boston Waterfront,20
1498,42.34,-71.03,The Brattle Theatre,4.8,South Boston Waterfront,20
1499,42.34,-71.03,Somerville Theatre,4.6,South Boston Waterfront,20
1500,42.34,-71.03,Coolidge Corner Theatre,4.7,South Boston Waterfront,20
1501,42.34,-71.03,Center Theatre,4.5,South Boston Waterfront,20
1502,42.34,-71.03,Mugar Omni Theater,4.6,South Boston Waterfront,20
1503,42.34,-71.03,AMC South Bay Center 12,4.2,South Boston Waterfront,20
1504,42.34,-71.03,AMC Assembly Row 12,4.5,South Boston Waterfront,20
1505,42.34,-71.03,Landmark's Kendall Square Cinema,4.4,South Boston Waterfront,20
1506,42.34,-71.03,Simons IMAX Theater,4.4,South Boston Waterfront,20
1507,42.34,-71.03,Underground Railway Theater,NAN,South Boston Waterfront,20
1508,42.34,-71.03,Regal Cinemas Fenway 13 & RPX,4.3,South Boston Waterfront,20
1509,42.34,-71.03,ShowPlace ICON Theatres at Seaport with ICON•X - Boston,4.6,South Boston Waterfront,20
1510,42.34,-71.03,Orpheum Theatre,3.8,South Boston Waterfront,20
1511,42.34,-71.03,Boston Children's Theatre,5,South Boston Waterfront,20
1512,42.34,-71.03,Huntington Avenue Theatre,5,South Boston Waterfront,20
1513,42.34,-71.03,School of Theatre,NAN,South Boston Waterfront,20
1514,42.34,-71.03,Fort Point Theatre Channel,NAN,South Boston Waterfront,20
1515,42.34,-71.03,Sanders Theatre,4.7,South Boston Waterfront,20
1516,42.34,-71.03,Cutler Majestic Theatre,4.6,South Boston Waterfront,20
1517,42.35,-71.05,AMC Loews Boston Common 19,4.1,Downtown,20
1518,42.35,-71.05,The Brattle Theatre,4.8,Downtown,20
1519,42.35,-71.05,Somerville Theatre,4.6,Downtown,20
1520,42.35,-71.05,Coolidge Corner Theatre,4.7,Downtown,20
1521,42.35,-71.05,Capitol Theatre,4.6,Downtown,20
1522,42.35,-71.05,Center Theatre,4.5,Downtown,20
1523,42.35,-71.05,Mugar Omni Theater,4.6,Downtown,20
1524,42.35,-71.05,AMC South Bay Center 12,4.2,Downtown,20
1525,42.35,-71.05,AMC Assembly Row 12,4.5,Downtown,20
1526,42.35,-71.05,Landmark's Kendall Square Cinema,4.4,Downtown,20
1527,42.35,-71.05,Simons IMAX Theater,4.4,Downtown,20
1528,42.35,-71.05,Underground Railway Theater,NAN,Downtown,20
1529,42.35,-71.05,Regal Cinemas Fenway 13 & RPX,4.3,Downtown,20
1530,42.35,-71.05,ShowPlace ICON Theatres at Seaport with ICON•X - Boston,4.6,Downtown,20
1531,42.35,-71.05,Orpheum Theatre,3.8,Downtown,20
1532,42.35,-71.05,Boston Children's Theatre,5,Downtown,20
1533,42.35,-71.05,Huntington Avenue Theatre,5,Downtown,20
1534,42.35,-71.05,School of Theatre,NAN,Downtown,20
1535,42.35,-71.05,Fort Point Theatre Channel,NAN,Downtown,20
1536,42.35,-71.05,Sanders Theatre,4.7,Downtown,20
1537,42.34,-71.06,AMC Loews Boston Common 19,4.1,South End,20
1538,42.34,-71.06,The Brattle Theatre,4.8,South End,20
1539,42.34,-71.06,Somerville Theatre,4.6,South End,20
1540,42.34,-71.06,Coolidge Corner Theatre,4.7,South End,20
1541,42.34,-71.06,Capitol Theatre,4.6,South End,20
1542,42.34,-71.06,Center Theatre,4.5,South End,20
1543,42.34,-71.06,Mugar Omni Theater,4.6,South End,20
1544,42.34,-71.06,AMC South Bay Center 12,4.2,South End,20
1545,42.34,-71.06,AMC Assembly Row 12,4.5,South End,20
1546,42.34,-71.06,Landmark's Kendall Square Cinema,4.4,South End,20
1547,42.34,-71.06,Simons IMAX Theater,4.4,South End,20
1548,42.34,-71.06,Underground Railway Theater,NAN,South End,20
1549,42.34,-71.06,Regal Cinemas Fenway 13 & RPX,4.3,South End,20
1550,42.34,-71.06,ShowPlace ICON Theatres at Seaport with ICON•X - Boston,4.6,South End,20
1551,42.34,-71.06,Orpheum Theatre,3.8,South End,20
1552,42.34,-71.06,Boston Children's Theatre,5,South End,20
1553,42.34,-71.06,Huntington Avenue Theatre,5,South End,20
1554,42.34,-71.06,School of Theatre,NAN,South End,20
1555,42.34,-71.06,Fort Point Theatre Channel,NAN,South End,20
1556,42.34,-71.06,Sanders Theatre,4.7,South End,20
1557,40.75,-74,Kirk Theatre (The),3.9,Hudson Yards,20
1558,40.75,-74,Columbia University￼ Miller Theatre,NAN,Hudson Yards,20
1559,40.75,-74,The Paris Theatre,4.4,Hudson Yards,20
1560,40.75,-74,Bridge Theatre,NAN,Hudson Yards,20
1561,40.75,-74,Hypothetical Theatre Co Inc,3,Hudson Yards,20
1562,40.75,-74,SVA Theatre,4.1,Hudson Yards,20
1563,40.75,-74,The Beekman Theatre,3.8,Hudson Yards,20
1564,40.75,-74,Wicked Theatre,4.7,Hudson Yards,20
1565,40.75,-74,The Landmark Loew's Jersey Theatre,4.7,Hudson Yards,20
1566,40.75,-74,Liberty Theatres,NAN,Hudson Yards,20
1567,40.75,-74,AMC Empire 25,4.1,Hudson Yards,20
1568,40.75,-74,AMC Village 7,4.3,Hudson Yards,20
1569,40.75,-74,AMC Loews Lincoln Square 13,4.3,Hudson Yards,20
1570,40.75,-74,Black Moon Theatre Company,NAN,Hudson Yards,20
1571,40.75,-74,AMC Loews 34th Street 14,4.1,Hudson Yards,20
1572,40.75,-74,Cobble Hill Cinemas,4.1,Hudson Yards,20
1573,40.75,-74,Theatre Maximus,NAN,Hudson Yards,20
1574,40.75,-74,AMC Newport Centre 11,4.1,Hudson Yards,20
1575,40.75,-74,AMC 84th Street 6,4.5,Hudson Yards,20
1576,40.75,-74,AMC Loews Orpheum 7,3.7,Hudson Yards,20
1577,40.74,-73.94,Kirk Theatre (The),3.9,Long Island City,20
1578,40.74,-73.94,The Paris Theatre,4.4,Long Island City,20
1579,40.74,-73.94,Columbia University￼ Miller Theatre,NAN,Long Island City,20
1580,40.74,-73.94,Bridge Theatre,NAN,Long Island City,20
1581,40.74,-73.94,Hypothetical Theatre Co Inc,3,Long Island City,20
1582,40.74,-73.94,SVA Theatre,4.1,Long Island City,20
1583,40.74,-73.94,The Beekman Theatre,3.8,Long Island City,20
1584,40.74,-73.94,Fair Theatre,3.8,Long Island City,20
1585,40.74,-73.94,Wicked Theatre,4.7,Long Island City,20
1586,40.74,-73.94,Liberty Theatres,NAN,Long Island City,20
1587,40.74,-73.94,AMC Empire 25,4.1,Long Island City,20
1588,40.74,-73.94,AMC Village 7,4.3,Long Island City,20
1589,40.74,-73.94,AMC Loews Orpheum 7,3.7,Long Island City,20
1590,40.74,-73.94,AMC Kips Bay 15,4.4,Long Island City,20
1591,40.74,-73.94,Black Moon Theatre Company,NAN,Long Island City,20
1592,40.74,-73.94,Cobble Hill Cinemas,4.1,Long Island City,20
1593,40.74,-73.94,Theatre Maximus,NAN,Long Island City,20
1594,40.74,-73.94,AMC Loews Lincoln Square 13,4.3,Long Island City,20
1595,40.74,-73.94,AMC 84th Street 6,4.5,Long Island City,20
1596,40.74,-73.94,AMC Loews 34th Street 14,4.1,Long Island City,20
1597,40.7,-73.98,Kirk Theatre (The),3.9,Brooklyn Tech Triangle,20
1598,40.7,-73.98,The Paris Theatre,4.4,Brooklyn Tech Triangle,20
1599,40.7,-73.98,Bridge Theatre,NAN,Brooklyn Tech Triangle,20
1600,40.7,-73.98,Hypothetical Theatre Co Inc,3,Brooklyn Tech Triangle,20
1601,40.7,-73.98,SVA Theatre,4.1,Brooklyn Tech Triangle,20
1602,40.7,-73.98,The Beekman Theatre,3.8,Brooklyn Tech Triangle,20
1603,40.7,-73.98,Wicked Theatre,4.7,Brooklyn Tech Triangle,20
1604,40.7,-73.98,The Landmark Loew's Jersey Theatre,4.7,Brooklyn Tech Triangle,20
1605,40.7,-73.98,Auerbach Pollock Friedlander,NAN,Brooklyn Tech Triangle,20
1606,40.7,-73.98,Liberty Theatres,NAN,Brooklyn Tech Triangle,20
1607,40.7,-73.98,AMC Village 7,4.3,Brooklyn Tech Triangle,20
1608,40.7,-73.98,AMC Kips Bay 15,4.4,Brooklyn Tech Triangle,20
1609,40.7,-73.98,AMC Loews 19th St. East 6,3.4,Brooklyn Tech Triangle,20
1610,40.7,-73.98,Black Moon Theatre Company,NAN,Brooklyn Tech Triangle,20
1611,40.7,-73.98,AMC Newport Centre 11,4.1,Brooklyn Tech Triangle,20
1612,40.7,-73.98,Cobble Hill Cinemas,4.1,Brooklyn Tech Triangle,20
1613,40.7,-73.98,Theatre Maximus,NAN,Brooklyn Tech Triangle,20
1614,40.7,-73.98,AMC Empire 25,4.1,Brooklyn Tech Triangle,20
1615,40.7,-73.98,AMC Loews 34th Street 14,4.1,Brooklyn Tech Triangle,20
1616,40.7,-73.98,United Artists Court Street 12 & RPX,3.9,Brooklyn Tech Triangle,20
1617,40.7,-74.01,Kirk Theatre (The),3.9,Financial District,20
1618,40.7,-74.01,The Paris Theatre,4.4,Financial District,20
1619,40.7,-74.01,Hypothetical Theatre Co Inc,3,Financial District,20
1620,40.7,-74.01,SVA Theatre,4.1,Financial District,20
1621,40.7,-74.01,The Beekman Theatre,3.8,Financial District,20
1622,40.7,-74.01,Wicked Theatre,4.7,Financial District,20
1623,40.7,-74.01,The Landmark Loew's Jersey Theatre,4.7,Financial District,20
1624,40.7,-74.01,Auerbach Pollock Friedlander,NAN,Financial District,20
1625,40.7,-74.01,Liberty Theatres,NAN,Financial District,20
1626,40.7,-74.01,AMC Village 7,4.3,Financial District,20
1627,40.7,-74.01,AMC Kips Bay 15,4.4,Financial District,20
1628,40.7,-74.01,AMC Loews 19th St. East 6,3.4,Financial District,20
1629,40.7,-74.01,AMC Newport Centre 11,4.1,Financial District,20
1630,40.7,-74.01,Black Moon Theatre Company,NAN,Financial District,20
1631,40.7,-74.01,Frank Theatres South Cove Stadium 12,3.8,Financial District,20
1632,40.7,-74.01,Cobble Hill Cinemas,4.1,Financial District,20
1633,40.7,-74.01,Theatre Maximus,NAN,Financial District,20
1634,40.7,-74.01,AMC Empire 25,4.1,Financial District,20
1635,40.7,-74.01,AMC Loews 34th Street 14,4.1,Financial District,20
1636,40.7,-74.01,United Artists Court Street 12 & RPX,3.9,Financial District,20
1637,41.91,-87.64,AMC DINE-IN Block 37,4.1,Lincoln Yards,20
1638,41.91,-87.64,AMC Navy Pier IMAX,4.1,Lincoln Yards,20
1639,41.91,-87.64,Theatre Dreams Chicago,5,Lincoln Yards,20
1640,41.91,-87.64,Vic Theatre,4.3,Lincoln Yards,20
1641,41.91,-87.64,Music Box Theatre,4.7,Lincoln Yards,20
1642,41.91,-87.64,The Logan Theatre,4.6,Lincoln Yards,20
1643,41.91,-87.64,The Chicago Theatre,4.6,Lincoln Yards,20
1644,41.91,-87.64,Theatre Shoppe Backstage,1,Lincoln Yards,20
1645,41.91,-87.64,Theatre Production Group LLC,NAN,Lincoln Yards,20
1646,41.91,-87.64,ShowPlace ICON Theatres at Roosevelt Collection with ICON•X,4.2,Lincoln Yards,20
1647,41.91,-87.64,Ideal Theatre,NAN,Lincoln Yards,20
1648,41.91,-87.64,Chicago Theatre,NAN,Lincoln Yards,20
1649,41.91,-87.64,Uptown Theatre,3.4,Lincoln Yards,20
1650,41.91,-87.64,AMC DINE-IN 600 North Michigan 9,4.4,Lincoln Yards,20
1651,41.91,-87.64,AMC River East 21,4.3,Lincoln Yards,20
1652,41.91,-87.64,Congress Theater,2.8,Lincoln Yards,20
1653,41.91,-87.64,AMC Dine-in Theatres,4.2,Lincoln Yards,20
1654,41.91,-87.64,Landmark's Century Centre Cinema,4.4,Lincoln Yards,20
1655,41.91,-87.64,Regal Cinemas City North 14 IMAX & RPX,4.1,Lincoln Yards,20
1656,41.91,-87.64,Regal Cinemas Webster Place 11,4.4,Lincoln Yards,20
1657,41.89,-87.64,AMC DINE-IN Block 37,4.1,The River District,20
1658,41.89,-87.64,AMC Navy Pier IMAX,4.1,The River District,20
1659,41.89,-87.64,Theatre Dreams Chicago,5,The River District,20
1660,41.89,-87.64,Vic Theatre,4.3,The River District,20
1661,41.89,-87.64,Music Box Theatre,4.7,The River District,20
1662,41.89,-87.64,The Logan Theatre,4.6,The River District,20
1663,41.89,-87.64,The Chicago Theatre,4.6,The River District,20
1664,41.89,-87.64,Theatre Shoppe Backstage,1,The River District,20
1665,41.89,-87.64,Theatre Production Group LLC,NAN,The River District,20
1666,41.89,-87.64,ShowPlace ICON Theatres at Roosevelt Collection with ICON•X,4.2,The River District,20
1667,41.89,-87.64,Ideal Theatre,NAN,The River District,20
1668,41.89,-87.64,Chicago Theatre,NAN,The River District,20
1669,41.89,-87.64,AMC DINE-IN 600 North Michigan 9,4.4,The River District,20
1670,41.89,-87.64,AMC River East 21,4.3,The River District,20
1671,41.89,-87.64,Congress Theater,2.8,The River District,20
1672,41.89,-87.64,AMC Dine-in Theatres,4.2,The River District,20
1673,41.89,-87.64,Landmark's Century Centre Cinema,4.4,The River District,20
1674,41.89,-87.64,Regal Cinemas City North 14 IMAX & RPX,4.1,The River District,20
1675,41.89,-87.64,Regal Cinemas Webster Place 11,4.4,The River District,20
1676,41.89,-87.64,CIBC Theatre,4.4,The River District,20
1677,41.88,-87.65,AMC DINE-IN Block 37,4.1,Futton Market,20
1678,41.88,-87.65,AMC Navy Pier IMAX,4.1,Futton Market,20
1679,41.88,-87.65,Theatre Dreams Chicago,5,Futton Market,20
1680,41.88,-87.65,Vic Theatre,4.3,Futton Market,20
1681,41.88,-87.65,Music Box Theatre,4.7,Futton Market,20
1682,41.88,-87.65,The Logan Theatre,4.6,Futton Market,20
1683,41.88,-87.65,The Chicago Theatre,4.6,Futton Market,20
1684,41.88,-87.65,Theatre Production Group LLC,NAN,Futton Market,20
1685,41.88,-87.65,ShowPlace ICON Theatres at Roosevelt Collection with ICON•X,4.2,Futton Market,20
1686,41.88,-87.65,Ideal Theatre,NAN,Futton Market,20
1687,41.88,-87.65,Chicago Theatre,NAN,Futton Market,20
1688,41.88,-87.65,AMC DINE-IN 600 North Michigan 9,4.4,Futton Market,20
1689,41.88,-87.65,AMC River East 21,4.3,Futton Market,20
1690,41.88,-87.65,AMC Showplace Cicero 14,4,Futton Market,20
1691,41.88,-87.65,Congress Theater,2.8,Futton Market,20
1692,41.88,-87.65,AMC Dine-in Theatres,4.2,Futton Market,20
1693,41.88,-87.65,Landmark's Century Centre Cinema,4.4,Futton Market,20
1694,41.88,-87.65,Regal Cinemas City North 14 IMAX & RPX,4.1,Futton Market,20
1695,41.88,-87.65,Regal Cinemas Webster Place 11,4.4,Futton Market,20
1696,41.88,-87.65,CIBC Theatre,4.4,Futton Market,20
1697,41.87,-87.63,AMC DINE-IN Block 37,4.1,City Center Campus,20
1698,41.87,-87.63,AMC Navy Pier IMAX,4.1,City Center Campus,20
1699,41.87,-87.63,Theatre Dreams Chicago,5,City Center Campus,20
1700,41.87,-87.63,Vic Theatre,4.3,City Center Campus,20
1701,41.87,-87.63,The Logan Theatre,4.6,City Center Campus,20
1702,41.87,-87.63,The Chicago Theatre,4.6,City Center Campus,20
1703,41.87,-87.63,Theatre Production Group LLC,NAN,City Center Campus,20
1704,41.87,-87.63,ShowPlace ICON Theatres at Roosevelt Collection with ICON•X,4.2,City Center Campus,20
1705,41.87,-87.63,Ideal Theatre,NAN,City Center Campus,20
1706,41.87,-87.63,AMC DINE-IN 600 North Michigan 9,4.4,City Center Campus,20
1707,41.87,-87.63,AMC River East 21,4.3,City Center Campus,20
